date,home_team,away_team,home_score,away_score,home_won
2023-01-26,Atlanta Hawks,Detroit Pistons,122,131,False
2023-01-27,Houston Rockets,Atlanta Hawks,96,93,True
2023-01-27,Philadelphia 76ers,Portland Trail Blazers,120,111,True
2023-01-27,Boston Celtics,Minnesota Timberwolves,108,100,True
2023-01-27,Golden State Warriors,Phoenix Suns,89,137,False
2023-01-27,Boston Celtics,Orlando Magic,120,118,True
2023-01-27,Charlotte Hornets,Utah Jazz,131,110,True
2023-01-28,Detroit Pistons,New Orleans Pelicans,101,106,False
2023-01-28,Golden State Warriors,Boston Celtics,105,123,False
2023-01-28,Cleveland Cavaliers,Orlando Magic,111,121,False
2023-01-28,Golden State Warriors,Cleveland Cavaliers,120,111,True
2023-01-28,Miami Heat,San Antonio Spurs,121,103,True
2023-01-28,Golden State Warriors,Portland Trail Blazers,119,114,True
2023-01-29,Boston Celtics,Toronto Raptors,115,112,True
2023-01-29,Atlanta Hawks,New York Knicks,119,108,True
2023-01-29,San Antonio Spurs,LA Clippers,104,111,False
2023-01-29,Portland Trail Blazers,Philadelphia 76ers,117,94,True
2023-01-29,Charlotte Hornets,Sacramento Kings,122,104,True
2023-01-29,Houston Rockets,Cleveland Cavaliers,115,117,False
2023-01-29,San Antonio Spurs,Cleveland Cavaliers,109,125,False
2023-01-30,Phoenix Suns,Indiana Pacers,121,100,True
2023-01-30,Chicago Bulls,Boston Celtics,99,107,False
2023-01-30,LA Clippers,Boston Celtics,106,108,False
2023-01-30,Toronto Raptors,LA Lakers,118,108,True
2023-01-30,Charlotte Hornets,Indiana Pacers,105,114,False
2023-01-30,Atlanta Hawks,Sacramento Kings,120,110,True
2023-01-30,Milwaukee Bucks,Chicago Bulls,109,105,True
2023-01-30,Orlando Magic,Sacramento Kings,121,111,True
2023-01-30,Sacramento Kings,Golden State Warriors,119,133,False
2023-01-30,Sacramento Kings,Charlotte Hornets,123,101,True
2023-01-31,Golden State Warriors,Atlanta Hawks,101,123,False
2023-01-31,Minnesota Timberwolves,Oklahoma City Thunder,90,103,False
2023-01-31,Oklahoma City Thunder,Milwaukee Bucks,103,88,True
2023-01-31,Brooklyn Nets,Memphis Grizzlies,95,113,False
2023-01-31,Minnesota Timberwolves,Philadelphia 76ers,108,103,True
2023-01-31,Milwaukee Bucks,Atlanta Hawks,108,88,True
2023-01-31,Detroit Pistons,Minnesota Timberwolves,105,116,False
2023-01-31,Washington Wizards,Indiana Pacers,114,107,True
2023-01-31,Orlando Magic,Golden State Warriors,117,120,False
2023-01-31,Boston Celtics,Brooklyn Nets,107,95,True
2023-01-31,Golden State Warriors,Minnesota Timberwolves,130,103,True
2023-02-01,Philadelphia 76ers,San Antonio Spurs,120,125,False
2023-02-01,Minnesota Timberwolves,Cleveland Cavaliers,86,124,False
2023-02-01,Orlando Magic,Charlotte Hornets,128,111,True
2023-02-01,LA Clippers,Memphis Grizzlies,117,91,True
2023-02-01,Minnesota Timberwolves,Toronto Raptors,123,117,True
2023-02-01,Philadelphia 76ers,Utah Jazz,103,108,False
2023-02-01,Washington Wizards,Milwaukee Bucks,103,122,False
2023-02-01,Toronto Raptors,Orlando Magic,115,104,True
2023-02-01,Toronto Raptors,Indiana Pacers,123,113,True
2023-02-02,Memphis Grizzlies,Phoenix Suns,126,135,False
2023-02-02,Golden State Warriors,Detroit Pistons,87,115,False
2023-02-02,San Antonio Spurs,Oklahoma City Thunder,118,99,True
2023-02-02,Orlando Magic,Utah Jazz,110,103,True
2023-02-02,Utah Jazz,Golden State Warriors,112,121,False
2023-02-02,Toronto Raptors,Philadelphia 76ers,102,106,False
2023-02-02,Miami Heat,Orlando Magic,129,98,True
2023-02-02,LA Clippers,Houston Rockets,104,101,True
2023-02-02,Philadelphia 76ers,Chicago Bulls,96,85,True
2023-02-02,Minnesota Timberwolves,Washington Wizards,116,94,True
2023-02-02,Toronto Raptors,New York Knicks,119,116,True
2023-02-02,LA Clippers,Philadelphia 76ers,119,111,True
2023-02-03,Phoenix Suns,Portland Trail Blazers,114,93,True
2023-02-03,Charlotte Hornets,Washington Wizards,121,122,False
2023-02-03,Cleveland Cavaliers,Oklahoma City Thunder,118,111,True
2023-02-03,Memphis Grizzlies,Minnesota Timberwolves,117,121,False
2023-02-03,Utah Jazz,Memphis Grizzlies,114,113,True
2023-02-03,Detroit Pistons,Brooklyn Nets,117,112,True
2023-02-03,Toronto Raptors,San Antonio Spurs,114,123,False
2023-02-03,Oklahoma City Thunder,San Antonio Spurs,127,90,True
2023-02-04,Miami Heat,Portland Trail Blazers,124,112,True
2023-02-04,Golden State Warriors,Oklahoma City Thunder,103,106,False
2023-02-04,Sacramento Kings,Golden State Warriors,112,93,True
2023-02-04,Toronto Raptors,Memphis Grizzlies,108,101,True
2023-02-04,Oklahoma City Thunder,Phoenix Suns,126,112,True
2023-02-04,Miami Heat,Golden State Warriors,120,117,True
2023-02-04,Golden State Warriors,Phoenix Suns,89,101,False
2023-02-04,Miami Heat,New York Knicks,128,88,True
2023-02-04,Indiana Pacers,Cleveland Cavaliers,121,106,True
2023-02-04,Toronto Raptors,Washington Wizards,119,121,False
2023-02-04,Golden State Warriors,Miami Heat,119,98,True
2023-02-04,Chicago Bulls,Utah Jazz,130,102,True
2023-02-04,Milwaukee Bucks,Golden State Warriors,129,92,True
2023-02-05,Minnesota Timberwolves,Cleveland Cavaliers,113,96,True
2023-02-05,Brooklyn Nets,Detroit Pistons,104,91,True
2023-02-05,Oklahoma City Thunder,Detroit Pistons,144,113,True
2023-02-05,Portland Trail Blazers,New York Knicks,126,118,True
2023-02-05,Chicago Bulls,Brooklyn Nets,128,106,True
2023-02-05,Milwaukee Bucks,Indiana Pacers,96,85,True
2023-02-05,Oklahoma City Thunder,Minnesota Timberwolves,112,103,True
2023-02-05,Cleveland Cavaliers,Detroit Pistons,126,118,True
2023-02-05,Cleveland Cavaliers,Detroit Pistons,113,100,True
2023-02-05,New York Knicks,Chicago Bulls,98,115,False
2023-02-05,New York Knicks,Chicago Bulls,102,123,False
2023-02-05,Utah Jazz,Charlotte Hornets,102,108,False
2023-02-05,Miami Heat,Detroit Pistons,123,122,True
2023-02-06,Golden State Warriors,New York Knicks,108,134,False
2023-02-06,Detroit Pistons,Cleveland Cavaliers,109,104,True
2023-02-06,Philadelphia 76ers,Minnesota Timberwolves,131,108,True
2023-02-06,Philadelphia 76ers,Chicago Bulls,108,105,True
2023-02-06,Indiana Pacers,Toronto Raptors,107,100,True
2023-02-06,Phoenix Suns,Milwaukee Bucks,94,118,False
2023-02-06,Phoenix Suns,Indiana Pacers,118,106,True
2023-02-06,Memphis Grizzlies,Philadelphia 76ers,134,98,True
2023-02-06,New York Knicks,Toronto Raptors,123,125,False
2023-02-06,Detroit Pistons,Minnesota Timberwolves,103,118,False
2023-02-07,Detroit Pistons,Minnesota Timberwolves,122,114,True
2023-02-07,New York Knicks,Toronto Raptors,90,121,False
2023-02-07,Detroit Pistons,Charlotte Hornets,136,127,True
2023-02-07,Portland Trail Blazers,Toronto Raptors,111,127,False
2023-02-07,Detroit Pistons,Oklahoma City Thunder,100,132,False
2023-02-07,Oklahoma City Thunder,Indiana Pacers,119,117,True
2023-02-07,Houston Rockets,Miami Heat,90,108,False
2023-02-07,Brooklyn Nets,Toronto Raptors,122,100,True
2023-02-07,Brooklyn Nets,Memphis Grizzlies,124,133,False
2023-02-07,Miami Heat,Utah Jazz,123,108,True
2023-02-07,Charlotte Hornets,Brooklyn Nets,105,97,True
2023-02-08,Phoenix Suns,Toronto Raptors,134,129,True
2023-02-08,Charlotte Hornets,Brooklyn Nets,104,103,True
2023-02-08,Brooklyn Nets,Detroit Pistons,120,103,True
2023-02-08,Portland Trail Blazers,Brooklyn Nets,118,116,True
2023-02-08,Oklahoma City Thunder,Cleveland Cavaliers,113,116,False
2023-02-08,Portland Trail Blazers,Houston Rockets,109,118,False
2023-02-08,Milwaukee Bucks,Chicago Bulls,110,98,True
2023-02-09,Toronto Raptors,Memphis Grizzlies,101,111,False
2023-02-09,Phoenix Suns,Utah Jazz,106,95,True
2023-02-09,Washington Wizards,Oklahoma City Thunder,93,109,False
2023-02-09,Utah Jazz,Oklahoma City Thunder,95,129,False
2023-02-09,Portland Trail Blazers,Memphis Grizzlies,116,114,True
2023-02-09,Cleveland Cavaliers,New York Knicks,112,107,True
2023-02-09,Detroit Pistons,Washington Wizards,114,94,True
2023-02-09,Cleveland Cavaliers,Charlotte Hornets,109,102,True
2023-02-09,New York Knicks,Memphis Grizzlies,112,101,True
2023-02-09,Milwaukee Bucks,Chicago Bulls,117,99,True
2023-02-09,Houston Rockets,Utah Jazz,97,116,False
2023-02-10,Phoenix Suns,Charlotte Hornets,116,101,True
2023-02-10,Portland Trail Blazers,Charlotte Hornets,130,125,True
2023-02-10,Phoenix Suns,Utah Jazz,142,103,True
2023-02-10,Phoenix Suns,Toronto Raptors,113,109,True
2023-02-10,Chicago Bulls,Houston Rockets,110,113,False
2023-02-10,New York Knicks,Miami Heat,111,106,True
2023-02-10,Brooklyn Nets,Charlotte Hornets,108,104,True
2023-02-10,New York Knicks,Phoenix Suns,107,137,False
2023-02-10,Charlotte Hornets,Miami Heat,105,112,False
2023-02-10,Milwaukee Bucks,Minnesota Timberwolves,108,119,False
2023-02-10,Milwaukee Bucks,Portland Trail Blazers,105,97,True
2023-02-10,Oklahoma City Thunder,Milwaukee Bucks,113,110,True
2023-02-11,Milwaukee Bucks,Charlotte Hornets,131,126,True
2023-02-11,Brooklyn Nets,Minnesota Timberwolves,103,132,False
2023-02-11,Miami Heat,Milwaukee Bucks,117,111,True
2023-02-11,Portland Trail Blazers,Miami Heat,119,122,False
2023-02-11,Milwaukee Bucks,Miami Heat,101,110,False
2023-02-11,New York Knicks,Milwaukee Bucks,112,93,True
2023-02-11,Minnesota Timberwolves,Memphis Grizzlies,114,110,True
2023-02-11,Milwaukee Bucks,Brooklyn Nets,113,106,True
2023-02-11,Houston Rockets,Memphis Grizzlies,128,106,True
2023-02-11,Houston Rockets,Utah Jazz,93,117,False
2023-02-11,Memphis Grizzlies,Brooklyn Nets,122,115,True
2023-02-11,Washington Wizards,Charlotte Hornets,106,107,False
2023-02-11,Minnesota Timberwolves,Memphis Grizzlies,118,111,True
2023-02-12,Memphis Grizzlies,Miami Heat,122,115,True
2023-02-12,Memphis Grizzlies,New York Knicks,116,112,True
2023-02-12,Houston Rockets,Minnesota Timberwolves,112,118,False
2023-02-12,Portland Trail Blazers,Minnesota Timberwolves,110,124,False
2023-02-12,New York Knicks,Memphis Grizzlies,106,113,False
2023-02-12,Charlotte Hornets,Cleveland Cavaliers,98,103,False
2023-02-12,Brooklyn Nets,Portland Trail Blazers,123,128,False
2023-02-12,Cleveland Cavaliers,Houston Rockets,129,104,True
2023-02-13,Miami Heat,Washington Wizards,122,85,True
2023-02-13,Cleveland Cavaliers,Brooklyn Nets,111,106,True
2023-02-13,Minnesota Timberwolves,Memphis Grizzlies,118,109,True
2023-02-13,Houston Rockets,Brooklyn Nets,91,107,False
2023-02-13,Minnesota Timberwolves,Houston Rockets,109,93,True
2023-02-13,Milwaukee Bucks,Memphis Grizzlies,124,107,True
2023-02-13,Brooklyn Nets,Memphis Grizzlies,128,116,True
2023-02-14,Miami Heat,Cleveland Cavaliers,117,112,True
2023-02-14,Washington Wizards,Miami Heat,131,102,True
2023-02-14,Washington Wizards,Portland Trail Blazers,126,100,True
2023-02-14,Washington Wizards,Houston Rockets,128,110,True
2023-02-14,Washington Wizards,Cleveland Cavaliers,104,125,False
2023-02-14,Cleveland Cavaliers,Washington Wizards,127,91,True
2023-02-14,Portland Trail Blazers,Miami Heat,104,114,False
2023-02-14,Charlotte Hornets,Minnesota Timberwolves,103,90,True
2023-02-15,Houston Rockets,Miami Heat,118,106,True
2023-02-15,Milwaukee Bucks,Portland Trail Blazers,131,103,True
2023-02-15,New York Knicks,Cleveland Cavaliers,111,109,True
2023-02-15,Charlotte Hornets,Washington Wizards,112,103,True
2023-02-15,Minnesota Timberwolves,Miami Heat,127,102,True
2023-02-15,Milwaukee Bucks,Cleveland Cavaliers,132,126,True
2023-02-15,Houston Rockets,Washington Wizards,120,111,True
2023-02-15,Cleveland Cavaliers,Portland Trail Blazers,104,122,False
2023-02-15,Miami Heat,Milwaukee Bucks,107,139,False
2023-02-15,Houston Rockets,Charlotte Hornets,106,99,True
2023-02-15,Charlotte Hornets,Milwaukee Bucks,94,117,False
2023-02-16,Milwaukee Bucks,Houston Rockets,128,122,True
2023-02-16,New York Knicks,Milwaukee Bucks,91,106,False
2023-02-16,Milwaukee Bucks,New York Knicks,112,93,True
2023-02-16,Houston Rockets,Washington Wizards,123,115,True
2023-02-16,Minnesota Timberwolves,Charlotte Hornets,114,91,True
2023-02-16,Houston Rockets,Washington Wizards,108,103,True
2023-02-16,Washington Wizards,Charlotte Hornets,127,103,True
2023-02-16,New York Knicks,Minnesota Timberwolves,96,119,False
2023-02-16,Cleveland Cavaliers,New York Knicks,122,119,True
2023-02-16,Houston Rockets,Miami Heat,107,111,False
2023-02-16,Washington Wizards,Minnesota Timberwolves,119,110,True
2023-02-17,Milwaukee Bucks,New York Knicks,133,109,True
2023-02-17,New York Knicks,Cleveland Cavaliers,100,134,False
2023-02-17,Cleveland Cavaliers,New York Knicks,100,114,False
2023-02-17,New York Knicks,Milwaukee Bucks,97,121,False
2023-02-17,New York Knicks,Milwaukee Bucks,122,124,False
2023-02-17,New York Knicks,Milwaukee Bucks,104,118,False
2023-10-15,Denver Nuggets,Indiana Pacers,112,108,True
2023-10-15,Oklahoma City Thunder,Milwaukee Bucks,112,106,True
2023-10-15,Denver Nuggets,Indiana Pacers,125,99,True
2023-10-15,Houston Rockets,LA Clippers,121,108,True
2023-10-15,Indiana Pacers,Utah Jazz,121,113,True
2023-10-16,Dallas Mavericks,Golden State Warriors,121,108,True
2023-10-16,San Antonio Spurs,New York Knicks,107,112,False
2023-10-16,Miami Heat,Charlotte Hornets,116,106,True
2023-10-16,Philadelphia 76ers,Washington Wizards,133,95,True
2023-10-16,Cleveland Cavaliers,Portland Trail Blazers,110,124,False
2023-10-16,Memphis Grizzlies,Boston Celtics,102,108,False
2023-10-16,Golden State Warriors,Washington Wizards,120,95,True
2023-10-16,Memphis Grizzlies,Oklahoma City Thunder,125,116,True
2023-10-16,Chicago Bulls,Minnesota Timberwolves,110,115,False
2023-10-17,Brooklyn Nets,Chicago Bulls,118,109,True
2023-10-17,Utah Jazz,Memphis Grizzlies,97,107,False
2023-10-17,Utah Jazz,Phoenix Suns,100,121,False
2023-10-17,Indiana Pacers,LA Lakers,108,106,True
2023-10-17,Detroit Pistons,Boston Celtics,114,119,False
2023-10-17,Houston Rockets,Indiana Pacers,133,100,True
2023-10-17,Sacramento Kings,LA Lakers,138,129,True
2023-10-17,Chicago Bulls,Portland Trail Blazers,108,122,False
2023-10-18,Toronto Raptors,San Antonio Spurs,102,130,False
2023-10-18,Chicago Bulls,Utah Jazz,114,100,True
2023-10-18,Minnesota Timberwolves,Oklahoma City Thunder,126,118,True
2023-10-18,New York Knicks,Denver Nuggets,101,107,False
2023-10-18,Brooklyn Nets,Milwaukee Bucks,102,129,False
2023-10-18,Indiana Pacers,Philadelphia 76ers,105,116,False
2023-10-18,Boston Celtics,Detroit Pistons,113,110,True
2023-10-18,Boston Celtics,Phoenix Suns,115,112,True
2023-10-18,Golden State Warriors,San Antonio Spurs,105,104,True
2023-10-18,Miami Heat,Detroit Pistons,112,106,True
2023-10-18,Houston Rockets,Cleveland Cavaliers,120,117,True
2023-10-18,Houston Rockets,Toronto Raptors,131,109,True
2023-10-19,Memphis Grizzlies,Miami Heat,99,102,False
2023-10-19,New Orleans Pelicans,Indiana Pacers,98,116,False
2023-10-19,Portland Trail Blazers,Orlando Magic,104,102,True
2023-10-19,Washington Wizards,Denver Nuggets,113,120,False
2023-10-19,Brooklyn Nets,LA Lakers,101,97,True
2023-10-19,Houston Rockets,San Antonio Spurs,98,121,False
2023-10-19,Phoenix Suns,Miami Heat,110,101,True
2023-10-19,Portland Trail Blazers,Boston Celtics,109,114,False
2023-10-19,Miami Heat,Denver Nuggets,103,125,False
2023-10-19,Utah Jazz,Charlotte Hornets,117,111,True
2023-10-19,New Orleans Pelicans,Toronto Raptors,105,116,False
2023-10-19,New Orleans Pelicans,San Antonio Spurs,98,113,False
2023-10-19,Philadelphia 76ers,Chicago Bulls,120,113,True
2023-10-20,Boston Celtics,LA Clippers,108,88,True
2023-10-20,Atlanta Hawks,Toronto Raptors,105,113,False
2023-10-20,Orlando Magic,LA Clippers,125,95,True
2023-10-20,Memphis Grizzlies,Boston Celtics,98,113,False
2023-10-20,Milwaukee Bucks,Houston Rockets,116,91,True
2023-10-20,Chicago Bulls,Golden State Warriors,123,128,False
2023-10-20,Phoenix Suns,Chicago Bulls,124,102,True
2023-10-21,Atlanta Hawks,Chicago Bulls,122,127,False
2023-10-21,LA Clippers,Washington Wizards,124,126,False
2023-10-21,Cleveland Cavaliers,Denver Nuggets,108,124,False
2023-10-21,Brooklyn Nets,Boston Celtics,131,118,True
2023-10-21,Cleveland Cavaliers,Orlando Magic,123,114,True
2023-10-21,Phoenix Suns,Utah Jazz,123,116,True
2023-10-21,New York Knicks,Charlotte Hornets,126,96,True
2023-10-22,Atlanta Hawks,Washington Wizards,114,107,True
2023-10-22,New York Knicks,Minnesota Timberwolves,135,128,True
2023-10-22,Denver Nuggets,Brooklyn Nets,111,97,True
2023-10-22,Memphis Grizzlies,Phoenix Suns,115,136,False
2023-10-22,Brooklyn Nets,Phoenix Suns,109,115,False
2023-10-23,Oklahoma City Thunder,New Orleans Pelicans,101,102,False
2023-10-23,Detroit Pistons,Brooklyn Nets,130,134,False
2023-10-23,Indiana Pacers,LA Clippers,100,119,False
2023-10-23,Brooklyn Nets,Oklahoma City Thunder,98,118,False
2023-10-23,New Orleans Pelicans,San Antonio Spurs,101,108,False
2023-10-23,Houston Rockets,LA Clippers,92,108,False
2023-10-23,LA Clippers,Milwaukee Bucks,108,111,False
2023-10-23,New York Knicks,LA Clippers,122,127,False
2023-10-23,Houston Rockets,Miami Heat,104,127,False
2023-10-23,New Orleans Pelicans,Memphis Grizzlies,92,105,False
2023-10-23,New Orleans Pelicans,Phoenix Suns,106,104,True
2023-10-23,Phoenix Suns,Chicago Bulls,109,105,True
2023-10-24,Sacramento Kings,Indiana Pacers,110,107,True
2023-10-24,Brooklyn Nets,LA Clippers,126,87,True
2023-10-24,Philadelphia 76ers,Cleveland Cavaliers,99,114,False
2023-10-24,Denver Nuggets,San Antonio Spurs,113,90,True
2023-10-24,Indiana Pacers,Minnesota Timberwolves,109,92,True
2023-10-24,Sacramento Kings,Orlando Magic,132,102,True
2023-10-24,Sacramento Kings,New York Knicks,105,122,False
2023-10-24,Orlando Magic,Houston Rockets,105,107,False
2023-10-25,Golden State Warriors,Oklahoma City Thunder,109,117,False
2023-10-25,San Antonio Spurs,Dallas Mavericks,116,124,False
2023-10-25,Denver Nuggets,Brooklyn Nets,132,124,True
2023-10-25,Philadelphia 76ers,Sacramento Kings,116,110,True
2023-10-25,Washington Wizards,Chicago Bulls,110,115,False
2023-10-25,Boston Celtics,Utah Jazz,112,98,True
2023-10-25,Detroit Pistons,Oklahoma City Thunder,109,116,False
2023-10-25,Toronto Raptors,Portland Trail Blazers,117,107,True
2023-10-25,Minnesota Timberwolves,New Orleans Pelicans,119,99,True
2023-10-25,Denver Nuggets,Sacramento Kings,118,109,True
2023-10-25,Indiana Pacers,Sacramento Kings,117,103,True
2023-10-25,New Orleans Pelicans,Orlando Magic,90,100,False
2023-10-25,San Antonio Spurs,Indiana Pacers,116,109,True
2023-10-25,Charlotte Hornets,LA Clippers,108,115,False
2023-10-26,Houston Rockets,Cleveland Cavaliers,99,135,False
2023-10-26,Detroit Pistons,Charlotte Hornets,114,102,True
2023-10-26,Orlando Magic,Charlotte Hornets,122,113,True
2023-10-26,Philadelphia 76ers,LA Lakers,106,109,False
2023-10-26,Milwaukee Bucks,Washington Wizards,110,107,True
2023-10-26,Atlanta Hawks,Minnesota Timberwolves,115,104,True
2023-10-27,San Antonio Spurs,Charlotte Hornets,122,115,True
2023-10-27,Charlotte Hornets,Houston Rockets,115,114,True
2023-10-27,New York Knicks,Philadelphia 76ers,96,111,False
2023-10-27,Washington Wizards,Sacramento Kings,117,111,True
2023-10-27,Denver Nuggets,Washington Wizards,93,109,False
2023-10-27,Sacramento Kings,Toronto Raptors,96,92,True
2023-10-27,Toronto Raptors,LA Lakers,85,129,False
2023-10-27,Utah Jazz,Philadelphia 76ers,105,122,False
2023-10-27,Golden State Warriors,Atlanta Hawks,128,91,True
2023-10-27,Dallas Mavericks,Minnesota Timberwolves,120,107,True
2023-10-27,Washington Wizards,Chicago Bulls,96,120,False
2023-10-27,Utah Jazz,Sacramento Kings,103,111,False
2023-10-27,Boston Celtics,Memphis Grizzlies,110,109,True
2023-10-28,Houston Rockets,Orlando Magic,106,97,True
2023-10-28,New York Knicks,LA Clippers,113,111,True
2023-10-28,Washington Wizards,Phoenix Suns,102,110,False
2023-10-28,Philadelphia 76ers,Detroit Pistons,93,85,True
2023-10-28,Milwaukee Bucks,Memphis Grizzlies,121,102,True
2023-10-28,Oklahoma City Thunder,Cleveland Cavaliers,132,126,True
2023-10-28,Philadelphia 76ers,Atlanta Hawks,109,98,True
2023-10-28,Oklahoma City Thunder,Brooklyn Nets,97,111,False
2023-10-28,Brooklyn Nets,Denver Nuggets,129,98,True
2023-10-29,Oklahoma City Thunder,Boston Celtics,97,122,False
2023-10-29,Phoenix Suns,Chicago Bulls,138,114,True
2023-10-29,Golden State Warriors,Dallas Mavericks,105,118,False
2023-10-29,Washington Wizards,Cleveland Cavaliers,91,125,False
2023-10-29,Charlotte Hornets,Cleveland Cavaliers,103,116,False
2023-10-29,LA Clippers,New Orleans Pelicans,100,125,False
2023-10-29,New York Knicks,Detroit Pistons,130,107,True
2023-10-30,Brooklyn Nets,Toronto Raptors,122,121,True
2023-10-30,Memphis Grizzlies,LA Lakers,113,109,True
